cve_entidad,entidad,periodo,categoria,sexo,cve_municipio,municipio,conteo,consultado_en
01,AGUASCALIENTES,2026-06,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01001,AGUASCALIENTES,3,2026-08-09
01,AGUASCALIENTES,2026-06,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,01001,AGUASCALIENTES,1,2026-08-09
01,AGUASCALIENTES,2026-06,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01005,JESÚS MARÍA,2,2026-08-09
01,AGUASCALIENTES,2026-06,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01006,PABELLÓN DE ARTEAGA,1,2026-08-09
01,AGUASCALIENTES,2026-06,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01007,RINCÓN DE ROMOS,2,2026-08-09
01,AGUASCALIENTES,2026-06,LOCALIZADA_CON_VIDA,HOMBRE,01001,AGUASCALIENTES,15,2026-08-09
01,AGUASCALIENTES,2026-06,LOCALIZADA_CON_VIDA,MUJER,01001,AGUASCALIENTES,15,2026-08-09
01,AGUASCALIENTES,2026-06,LOCALIZADA_CON_VIDA,HOMBRE,01005,JESÚS MARÍA,1,2026-08-09
01,AGUASCALIENTES,2026-06,LOCALIZADA_CON_VIDA,HOMBRE,01006,PABELLÓN DE ARTEAGA,1,2026-08-09
01,AGUASCALIENTES,2026-06,LOCALIZADA_CON_VIDA,MUJER,01006,PABELLÓN DE ARTEAGA,1,2026-08-09
01,AGUASCALIENTES,2026-06,LOCALIZADA_CON_VIDA,HOMBRE,01007,RINCÓN DE ROMOS,4,2026-08-09
01,AGUASCALIENTES,2026-06,LOCALIZADA_CON_VIDA,MUJER,01007,RINCÓN DE ROMOS,1,2026-08-09
01,AGUASCALIENTES,2026-06,LOCALIZADA_CON_VIDA,MUJER,01010,EL LLANO,1,2026-08-09
